,Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
955,FFA_725,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,221,Programming for Artists,This studio course is an introduction to basic programming techniques used to create interactive art projects.,Courses,Course-integrated,,3.0
956,FFA_726,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,222,Electronics for Artists,This studio course is an introduction to electronics as applied to artistic projects. It focuses on practical applications of basic electronic principles and techniques and the integration of electronic components and circuits in works of art.,Courses,Course-integrated,,3.0
957,FFA_727,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,230,Performance Art,This studio course investigates performance art as a form of social and artistic intervention that crosses between the visual and performing arts.,Courses,Course-integrated,,3.0
958,FFA_728,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,310,Intermediate Video Production,This studio/seminar course introduces video technology as a tool for aesthetic investigations.,Courses,Course-integrated,,3.0
959,FFA_729,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,321,Electronic Arts Workshop,"This studio course focuses on interactive technologies in relation to contemporary art practices (for example, installation, performance, kinetic sculpture, and sound art).",Courses,Course-integrated,,3.0
960,FFA_730,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,322,Robotics for Artists,"This studio course focuses on robotic technologies applied to the arts and electronics, mechanics and programming integration.",Courses,Course-integrated,,6.0
961,FFA_731,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,331,Intermedia and Interventionist Performance Practices,"An intermediate‑level studio class with a seminar component focusing on the development of site‑specific projects based on video, performance and electronic arts.",Courses,Course-integrated,,3.0
962,FFA_732,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,332,"Intermedia, Performance Practices and Performative Video","This intermediate-level studio class with a seminar component focuses on the development of intermedia projects based on video, expanded moving image practices, sound, performance and electronic arts.",Courses,Course-integrated,,3.0
963,FFA_733,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,398,Special Topics in Intermedia,This studio course provides an opportunity for study and practice of specialized aspects of intermedia.,Courses,Course-integrated,,3.0
964,FFA_734,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,399,Special Topics in Intermedia,This studio course provides an opportunity for study and practice of specialized aspects of intermedia.,Courses,Course-integrated,,3.0
965,FFA_735,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,400,"Advanced Practices in Video, Performance and Electronic Arts","An advanced studio class in which students create a personal body of work, refine technical expertise, and develop a visual and critical language related to video, performance, and electronic arts.",Courses,Course-integrated,,3.0
966,FFA_736,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,470,Independent Study in Intermedia,This course provides a limited number of students the opportunity to pursue advanced studies in intermedia under the supervision of a full-time intermedia faculty member.,Courses,Course-integrated,,3.0
967,FFA_737,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,471,Independent Study in Intermedia I,This course provides a limited number of students the opportunity to pursue advanced studies in intermedia under the supervision of a full-time intermedia faculty member.,Courses,Course-integrated,,3.0
968,FFA_738,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,472,Independent Study in Intermedia II,This course provides a limited number of students the opportunity to pursue advanced studies in intermedia under the supervision of a full-time intermedia faculty member.,Courses,Course-integrated,,3.0
969,FFA_739,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,480,Professional Internship in Intermedia,"Under the joint supervision of a qualified professional and a full-time faculty member, the student is employed within industry or by a professional organization or other relevant institution.",Courses,Course-integrated,,3.0
970,FFA_740,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,481,Professional Internship in Intermedia I,"Under the joint supervision of a qualified professional and a full-time faculty member, the student is employed within industry or by a professional organization or other relevant institution.",Courses,Course-integrated,,3.0
971,FFA_741,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,482,Professional Internship in Intermedia II,"Under the joint supervision of a qualified professional and a full-time faculty member, the student is employed within industry or by a professional organization or other relevant institution.",Courses,Course-integrated,,3.0
972,FFA_742,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,498,Special Topics in Intermedia,This studio course provides an opportunity for study and practice of specialized aspects of intermedia.,Courses,Course-integrated,,3.5
973,FFA_743,FFA,Studio Arts,"Intermedia (Video, Performance and Electronic Arts)",Undergraduate,Bachelor,IMCA,499,Special Topics in Intermedia,This studio course provides an opportunity for study and practice of specialized aspects of intermedia.,Courses,Course-integrated,,3.5
974,FFA_744,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,200,Painting I,A studio course which provides a technical and conceptual introduction to painting focusing on the distinctive nature of the medium.,Courses,Course-integrated,,3.5
975,FFA_745,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,201,Introduction to Painting,This introductory-level course explores elementary concepts in the art of painting through a series of structured studio experiences.,Courses,Course-integrated,,3.5
976,FFA_746,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,298,Special Topics in Painting,A studio course which provides an opportunity for the study of more specialized aspects of painting.,Courses,Course-integrated,,3.5
977,FFA_747,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,299,Special Topics in Painting,A studio course which provides an opportunity for the study of more specialized aspects of painting.,Courses,Course-integrated,,3.5
978,FFA_748,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,300,Painting II,This studio course is an intermediate painting class in which directed projects allow students to explore a variety of approaches to the medium and to begin to develop a more personal visual language based on the skill sets acquired at the 200 level.,Courses,Course-integrated,,3.5
979,FFA_749,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,310,Painting and Popular Culture I,A studio course designed to focus on the relationship between painting and popular culture.,Courses,Course-integrated,,3.5
980,FFA_750,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,312,"Body, Representation and Information I","This studio course addresses contemporary art issues in painting, exploring body information in relation to questions of power, race, gender, and sexuality.",Courses,Course-integrated,,3.5
981,FFA_751,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,314,Life in the Round: Painting the Figure from Observation I,This studio course focuses on the experience of seeing and depicting the living human body in all its complexity and presence.,Courses,Course-integrated,,3.5
982,FFA_752,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,316,Abstract Painting I,A studio course designed to focus on the historical and contemporary practice of abstraction.,Courses,Course-integrated,,3.0
983,FFA_753,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,320,Studio/Seminar in Painting and Drawing,A combination studio/seminar in which advanced ideas in painting and drawing are addressed.,Courses,Course-integrated,,3.0
984,FFA_754,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,398,Special Topics in Painting,A studio course which provides an opportunity for the study of more specialized aspects of painting.,Courses,Course-integrated,,4.0
985,FFA_755,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,399,Special Topics in Painting,A studio course which provides an opportunity for the study of more specialized aspects of painting.,Courses,Course-integrated,,4.0
986,FFA_756,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,400,Painting III,An advanced painting class in which students develop a series of independent projects that allow them to create a coherent body of work in painting and to situate it within contemporary practice.,Courses,Course-integrated,,3.0
987,FFA_757,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,410,Painting and Popular Culture II,An advanced‑level studio course designed to focus on the relationship between painting and popular culture.,Courses,Course-integrated,,3.0
988,FFA_758,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,412,"Body, Representation and Information II","This advanced‑level studio course addresses contemporary art issues and their representation in painting, exploring body information in relation to questions of power, race, gender, and sexuality.",Courses,Course-integrated,,3.0
989,FFA_759,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,414,Life in the Round: Painting the Figure from Observation II,This advanced‑level studio course focuses on the experience of seeing and depicting the living human body in all its complexity and presence.,Courses,Course-integrated,,3.0
990,FFA_760,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,416,Abstract Painting II,An advanced‑level studio class designed to focus on the historical and contemporary practice of abstraction.,Courses,Course-integrated,,3.0
991,FFA_761,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,418,Between the Wall and the Viewer,An installation studio course taught by faculty in the Painting and Drawing area that encourages students to create work in the context of an expanded field.,Courses,Course-integrated,,3.0
992,FFA_762,FFA,Studio Arts,Painting,Undergraduate,Bachelor,PTNG,420,Seminar/Workshop in Painting,"An advanced studio in painting having its principal emphasis in studio practice, but developing further the theoretical concepts introduced in PTNG 320.",Courses,Course-integrated,,3.0
